0.600, 10.64092862, 10.53428802, 10.92590309, 11.73709896, 13.17278362, 12.91268226, 13.08031584, 14.33141525, 13.75529694, 14.15529694
0.620, 9.819239901, 12.72814192, 10.62030230, 12.44460316, 11.74220511, 12.55185806, 12.81071543, 13.21992117, 13.88783681, 14.18783681
0.640, 10.86394920, 10.38175560, 11.79282141, 11.28184829, 11.42164885, 12.27168008, 12.95747231, 13.22283750, 13.29809073, 13.79809073
0.660, 11.13153079, 10.15402384, 11.65625559, 11.29171469, 12.07877427, 12.08511766, 13.47879531, 13.22669245, 14.30243885, 14.70243885
0.680, 10.87342632, 10.20726125, 10.89555645, 12.24862308, 12.17265339, 12.31032788, 12.91767312, 13.01724400, 13.75699668, 14.15699668
0.700, 11.15989412, 10.27804083, 11.37443866, 12.78853149, 11.42851232, 13.10728887, 13.61839628, 12.90881318, 13.69174666, 14.09174666
0.720, 10.48802575, 11.43035166, 12.45576767, 12.37548610, 12.00219825, 12.67026641, 13.30254690, 13.78742940, 13.47159135, 13.97159135
0.740, 10.21578512, 12.42958586, 12.84607308, 11.63851778, 12.11355169, 13.02142706, 13.70339747, 13.41710416, 14.24182027, 14.54182027
0.760, 11.20853452, 11.07601846, 12.20749934, 12.98619627, 12.42577103, 13.23881811, 13.39849651, 13.83799861, 14.26108004, 14.56108004
0.780, 10.40794858, 11.56523259, 12.60760924, 12.17337097, 11.96585317, 14.38482021, 13.99829942, 13.15019409, 14.94075512, 14.94075512
0.800, 9.663782696, 11.40860600, 11.38435426, 12.43161557, 12.59803215, 13.14080658, 13.74056155, 13.87236902, 14.72489892, 14.72489892
0.820, 11.42969128, 12.15948898, 12.22605097, 12.15628823, 13.43909620, 13.65802295, 13.96983683, 14.74848907, 13.86014434, 14.26014434
0.840, 11.31259559, 11.00462827, 12.06798124, 13.37343591, 12.27747104, 13.70152906, 13.75186662, 13.45741391, 14.68897824, 15.08897824
0.860, 12.18989448, 10.86780368, 11.59005757, 13.20047324, 12.28018254, 12.94164988, 13.34988251, 13.81910505, 14.81879211, 15.21879211
0.880, 10.25414586, 12.21957112, 11.49528536, 11.84004557, 12.45326328, 13.52086953, 13.79562509, 14.23811803, 14.78696013, 15.08696013
0.900, 10.59550082, 10.88912390, 12.14975564, 12.31625947, 13.56660349, 14.01188585, 13.91789670, 14.41899331, 14.42103569, 14.82103569
0.920, 11.11062290, 12.52919722, 12.16390365, 12.35103538, 12.89217063, 13.48617284, 13.43952661, 14.22502902, 14.76009597, 15.16009597
0.940, 11.06534266, 11.87092737, 12.28927362, 13.11047875, 13.06046650, 14.02492438, 14.52162513, 15.11025115, 15.04983645, 15.44983645
0.960, 11.37841829, 12.11759957, 13.19254084, 12.62881296, 14.42699570, 14.80889741, 13.39332469, 15.55257226, 15.06168321, 15.46168321
0.980, 11.81380588, 11.49727943, 12.67090399, 12.82214586, 14.82873567, 13.87675921, 14.69583239, 14.93224393, 16.02984215, 16.42984215
1.000, 11.80086256, 13.08994443, 12.85744035, 13.94175699, 14.34331188, 14.69325698, 15.48761247, 15.85742461, 16.15369466, 16.55369466