0.200,9.137736012,11.76604202,15.73500541,19.55341453,24.42122055,30.92930284, 38.47015786, 47.88903228, 59.54345390, 73.88803699, 93.88803699
0.250,8.336775562,10.44739932,13.56367725,16.36445007,19.73712329,24.15012307, 29.01717975, 34.84183100, 41.81640820, 50.05421458, 60.05421458
0.300,7.616079990,9.308198013,11.70433860,13.74062088,16.04560880,18.98293750, 22.07256548, 25.61371601, 29.72199157, 34.36914697, 40.36914697
0.350,6.984346298,8.342334152,10.14477237,11.62188143,13.19121584,15.10097486, 17.03586877, 19.15903515, 21.53230147, 24.12192313, 30.12192313
0.400,6.431174326,7.526454055,8.860605465,9.939268216,11.00940455,12.21372663, 13.43241365, 14.65083960, 16.00685742, 17.41726215, 18.41726215
0.450,5.948658269,6.842201018,7.825202738,8.626558014,9.349568495,10.08813416, 10.84232598, 11.51192837, 12.29314548, 13.02501364, 14.02501364
0.500,5.530251552,6.276386157,6.996569229,7.602025036,8.090078909,8.535465354, 8.987561988, 9.344400270, 9.800208949, 10.14407266, 11.14407266
0.550,5.169226999,5.817950296,6.329476914,6.799334140,7.128616020,7.409240977, 7.666977975, 7.863091324, 8.159437144, 8.274705539, 8.774705539
0.600,4.858651930,5.454666423,5.792385604,6.169120644,6.404156285,6.582994921, 6.722444368, 6.900837268, 7.070328497, 7.087630075, 7.187630075
0.650,4.591729594,5.169615665,5.362527506,5.672609403,5.841974207,5.985145086, 6.042322366, 6.250602750, 6.342455212, 6.308456090, 6.308456090
0.700,4.362325052,4.943449949,5.021018572,5.278018283,5.399068723,5.530124138, 5.546060446, 5.794890102, 5.834725429, 5.782707096, 5.912707096
0.750,4.165236374,4.760695024,4.749027332,4.960269703,5.046027775,5.175526685, 5.205225337, 5.463145916, 5.460871530, 5.406150536, 5.506150536
0.800,3.996107132,4.610623543,4.532063850,4.700788727,4.762187638,4.896661601, 4.957225041, 5.212325261, 5.198946232, 5.140266306, 5.240266306
0.850,3.851182012,4.485725819,4.360311252,4.487083133,4.536435319,4.698098652, 4.766716979, 5.016187105, 4.997269598, 4.943756365, 4.993756365
0.900,3.727078605,4.380551211,4.223200281,4.342327445,4.356671839,4.553551927, 4.615994483, 4.866255752, 4.832982236, 4.788906734, 4.888906734
0.950,3.620680808,4.291028835,4.110956246,4.226514036,4.209737849,4.435034391, 4.492883772, 4.747445614, 4.694845449, 4.663057950, 4.683057950
1.000,3.529164849,4.214056716,4.017315049,4.129462008,4.089021317,4.335791009, 4.389472475, 4.648575892, 4.576040625, 4.558188990, 4.588188990
1.050,3.450071144,4.147237801,3.938499885,4.047266275,3.990077119,4.251165006, 4.301060457, 4.564452711, 4.472011429, 4.469039144, 4.569039144
1.100,3.381339559,4.088701346,3.872085880,3.976992065,3.909212122,4.177863244, 4.224388291, 4.491528238, 4.379614338, 4.392028741, 4.492028741
1.150,3.321293370,4.036976740,3.816059251,3.916368747,3.842764998,4.113505377, 4.157085931, 4.427304756, 4.309055486, 4.324635063, 4.354635063
1.200,3.268598231,3.990901231,3.768469806,3.863617112,3.791937892,4.056336109, 4.097383449, 4.369986517, 4.257135557, 4.265023797, 4.315023797
1.250,3.222230606,3.949550675,3.727749320,3.817334689,3.748118912,4.006567689, 4.043933590, 4.318257043, 4.210064841, 4.211824562, 4.251824562
1.300,3.181503199,3.912186691,3.692764258,3.776411982,3.708840384,3.967328420, 3.995696875, 4.271133223, 4.167094719, 4.163989604, 4.233989604
1.350,3.146200223,3.878215961,3.662682498,3.740174721,3.673211842,3.931977905, 3.951867600, 4.227867978, 4.136464902, 4.122661125, 4.182661125
1.400,3.116320064,3.847158750,3.636850216,3.720866333,3.640607681,3.899968428, 3.917399874, 4.187884215, 4.108387387, 4.091630960, 4.111630960
1.450,3.090798716,3.818624514,3.614700636,3.704103164,3.610566298,3.870857015, 3.886681410, 4.150729238, 4.082491020, 4.063627029, 4.103627029