0.600, 0.083786840, 0.041310933, 0.021381415, 0.011473215, 0.006435165, 0.003153280, 0.001596913, 0.000874774, 0.000419791
0.620, 0.077316850, 0.049914282, 0.020783370, 0.012164812, 0.005736300, 0.003065167, 0.001563999, 0.000806929, 0.000423836
0.640, 0.085542907, 0.040712767, 0.023077928, 0.011028200, 0.005579701, 0.002996747, 0.001581916, 0.000807107, 0.000405838
0.660, 0.087649849, 0.039819701, 0.022810676, 0.011037844, 0.005900720, 0.002951189, 0.001645562, 0.000807343, 0.000436489
0.680, 0.085617530, 0.040028476, 0.021322028, 0.011973239, 0.005946582, 0.003006185, 0.001577057, 0.000794558, 0.000419843
0.700, 0.087873182, 0.040306042, 0.022259175, 0.012501008, 0.005583054, 0.003200803, 0.001662605, 0.000787940, 0.000417852
0.720, 0.082582880, 0.044824908, 0.024375279, 0.012097249, 0.005863311, 0.003094082, 0.001624044, 0.000841569, 0.000411133
0.740, 0.080439253, 0.048743474, 0.025139086, 0.011376850, 0.005917710, 0.003179836, 0.001672982, 0.000818965, 0.000434639
0.760, 0.088256177, 0.043435366, 0.023889431, 0.012694229, 0.006070235, 0.003232923, 0.001635758, 0.000844656, 0.000435227
0.780, 0.081952351, 0.045353853, 0.024672425, 0.011899678, 0.005845556, 0.003512777, 0.001708985, 0.000802673, 0.000455970
0.800, 0.076092777, 0.044739631, 0.022278580, 0.012152117, 0.006154388, 0.003208988, 0.001677519, 0.000846754, 0.000449382
0.820, 0.089997569, 0.047684271, 0.023925736, 0.011882980, 0.006565264, 0.003335293, 0.001705511, 0.000900231, 0.000422991
0.840, 0.089075556, 0.043155405, 0.023616402, 0.013072762, 0.005997788, 0.003345917, 0.001678900, 0.000821425, 0.000448286
0.860, 0.095983421, 0.042618838, 0.022681130, 0.012903688, 0.005999112, 0.003160354, 0.001629823, 0.000843503, 0.000452247
0.880, 0.080741306, 0.047919887, 0.022495666, 0.011573847, 0.006083666, 0.003301800, 0.001684242, 0.000869079, 0.000451276
0.900, 0.083429140, 0.042702447, 0.023776430, 0.012039354, 0.006627554, 0.003421706, 0.001699169, 0.000880119, 0.000440109
0.920, 0.087485220, 0.049134107, 0.023804117, 0.012073348, 0.006298080, 0.003293327, 0.001640768, 0.000868280, 0.000450456
0.940, 0.087128682, 0.046552656, 0.024049459, 0.012815717, 0.006380296, 0.003424890, 0.001772876, 0.000922313, 0.000459299
0.960, 0.089593845, 0.047519998, 0.025817105, 0.012344881, 0.007047873, 0.003616336, 0.001635127, 0.000949312, 0.000459660
0.980, 0.093022094, 0.045087370, 0.024796290, 0.012533867, 0.007244131, 0.003388708, 0.001794144, 0.000911447, 0.000489207
1.000, 0.092920178, 0.051333115, 0.025161331, 0.013628306, 0.007006992, 0.003588097, 0.001890809, 0.000967919, 0.000492987